1400242718,5649455.80
1400242784,5775186.12
1400242814,5653481.02
1400242868,5857187.70
1400242938,5732228.92
1400243193,5959689.05
1400243423,5717292.34
1400243528,5669803.44
1400243702,5880318.26
1400243875,5789509.57
1400243912,5889038.56
1400243951,5922317.92
1400243971,6069795.56
1400243982,5904973.70
1400243985,5888983.99
1400244196,5174852.68
1400244284,5821697.95
1400244307,6012282.29
1400244516,5929306.97
1400244550,5858897.69
1400244556,5998727.11
1400244574,5846792.25
1400244592,5930319.69
1400244599,5910137.48
1400244639,5936452.01
1400244648,5978607.43
1400244653,5956364.63
1400244657,5911318.61
1400244829,6362496.45
1400244887,6330902.59
1400244895,6390983.42
1400244908,6380415.58
1400244914,6346830.19
1400244932,6610181.08
1400245102,6404550.11
1400245168,6085174.66
1400245176,6400679.76
1400245216,6416409.15
1400245227,6485899.37
1400245230,5862573.02
1400245233,6526163.60
1400245281,6205337.09
1400245289,6217947.43
1400245311,6423151.81
1400251162,5826610.20
1400251172,6039034.62
1400251256,6219533.32
1400251264,6015717.76
1400278620,5733465.40
1400279249,6306920.57
1400282602,11775983.90
1400282802,11627473.22
1400282839,10222898.61
1400282930,11960583.69
1400283101,11659005.75
1400283479,11578012.31
1400283485,10742869.09
1400283755,11545078.70
1400284307,11493777.72
1400370342,11414560.92
1400370407,10759059.85
1400370448,10686226.48
1400370672,10532221.14
1400370683,10874340.04
1400370920,11307031.13
1400371092,11106355.37
1400371132,11313608.81
1400371165,10266146.59
1400371326,10644609.51
1400371371,10958943.43
1400371431,10145302.26
1400371504,11383090.96
1400371511,10023676.85
1400371561,10912042.58
1400371589,11439666.09
1400371602,11012616.42
1400371709,11058171.50
1400371751,11091926.38
1400371943,11103873.79
1400372774,10613683.19
1400372795,11841766.62
1400372820,12690699.18
1400372836,11596848.23
1400372848,11541418.97
1400372904,12034679.40
1400372910,12755936.07
1400373185,13716181.30
1400374415,13164892.40
1400382244,12226293.04
1400382299,11775631.24
1400382382,12331702.88
1400382578,13521992.76
1400382591,12607054.51
1400382780,12319337.31
1400382819,12453653.04
1400385205,13620526.43
1400385278,12130720.00
1400385318,13755788.28
1400385481,12663400.57
1400385502,12667686.69
1400385515,13077823.94
1400385528,13333901.32
1400385535,11961732.08
1400385563,12910309.71
1400385616,12105227.61
1400385713,13601851.15
1400385728,13344674.03
1400385734,13685060.22
1400385774,13223631.32
1400385951,11001406.94
1400386286,10682057.04
1400386296,11152665.22
1400386480,10908179.24
1400386496,11514008.98
1400386505,11172976.25
1400386731,11184613.82
1400387044,10760384.75
1400387138,10813584.63
1400387154,10825571.07
1400387176,9958256.23
1400387232,11035725.37
1400387264,11006703.61
1400387291,11123431.08
1400387303,10762934.26
1400387318,10842286.92
1400387384,10651069.93
1400387532,11055554.04
1400387761,10803251.35
1400387926,10854580.56
1400388003,11099634.54
1400388313,11132551.99
1400388338,11139229.93
1400388369,10898128.85
1400388529,10815527.23
1400388539,10930897.10
1400388591,10720695.10
1400388676,10571166.21
1400388683,10882166.49
1400388712,11008826.02
1400388799,10728815.96
1400388848,10409083.22
1400388867,10470546.30
1400388931,10554179.23
1400388944,10969249.80
1400388966,10116208.17
1400389070,11138537.72
1400389087,10874695.29
1400389125,10358558.63
1400389184,10999293.17
1400389215,10781509.38
1400389227,10347289.13
1400389233,10851573.79
1400389241,10631550.45
1400389267,10864289.97
1400389287,11080291.51
1400389343,11017300.69
1400389511,11126324.77
1400393822,10834745.34
1400393905,10709222.20
1400394012,10213843.65
1400394020,10789186.08
1400394033,10376120.72
1400394043,10870636.70
1400394050,10627263.79
1400394080,10766286.36
1400394087,10864430.68
1400394095,11008891.52
1400394100,10578167.34
1400394266,10622702.57
1400394385,10413209.43
1400394571,8615372.65
1400394590,10964999.94
1400394658,11173658.86
1400395575,10502560.60
1400396023,10925991.89
1400396031,10299722.97
1400396055,10781849.35
1400396123,10746610.69
1400396341,10811271.16
1400396368,10631572.01
1400396396,10442039.18
1400396467,10833155.84
1400396500,10639776.08
